id,source,year,title,decision,reason,doi
119,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,A Multi-Agent Agentic AI System for Energy-Efficient and Personalized HVAC Control,EXCLUDE,EC3 – HVAC control via Q-learning (explicitly non-LLM), no relational/generative AI method,10.1109/ICCA66035.2025.11431040
120,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,The Use of Persona Towards Human-Centered Design in Health Field: Review of Types and Technologies,UNCERTAIN,"IC4(persona modeling, user modeling technique)+IC3(types and technologies), IC5 not built environment – health/HCD context, useful methodological paper",10.1109/EHB52898.2021.9657744
121,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2022,TrustGNN: Enhancing GNN via Multi-similarity Neighbors Identifying for Social Recommendation,EXCLUDE,EC2 – social recommendation with GNN (TrustGNN),10.1109/TOCS56154.2022.10015957
122,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,Towards Personalized Change Propagation for Collaborative Modeling,EXCLUDE,context – software-intensive system collaborative modeling (MDE),10.1109/MODELS-C53483.2021.00009
123,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2022,[DC] Improving Presence of Virtual Humans through Paralinguistics,EXCLUDE,EC4 – doctoral consortium paper, virtual human paralinguistics,10.1109/VRW55335.2022.00328
124,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,[DC] Data-Driven Expertise Assessment in XR: Analyzing Multimodal Sensor Data for Psychomotor and Cognitive Tasks,EXCLUDE,EC4 – doctoral consortium paper, XR expertise assessment,10.1109/VRW62533.2024.00367
125,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Construction of a Multi-Dimensional Policy Retrieval Model for Personalized Needs,EXCLUDE,context – government policy retrieval for personalized needs,10.1109/ICBASE66587.2025.11181384
126,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Intelligent Audio Processing System with Deep Reinforcement Learning for Personalized Speech Comprehension Enhancement,EXCLUDE,context – speech comprehension via deep RL (audio processing),10.1109/CAIBDA65784.2025.11182871
127,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,Basic Model Study of Automatic Generation Method,EXCLUDE,context – automatic code generation (software engineering),
128,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,Application Research of Digital Virtual Human Models Based on Sensor Data,EXCLUDE,context – digital virtual human models in metaverse,10.1109/AIIM60438.2023.10441246
129,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,"Two Decades of Applied AI: A Research Journey Through Security, Networks, and Language",EXCLUDE,EC4 – keynote paper,10.1109/SNPD65828.2025.11254733
130,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2026,Modeling and Simulation of User Survival Space in UGC Platforms Integrating Sentiment Analysis and Behavior Prediction,EXCLUDE,EC2 – UGC platform user modeling with sentiment (TikTok/Weibo),10.1109/ICPEGE67691.2026.11451449
131,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,Study on the user grouping method of orderly power consumption under transmission and distribution coordination,EXCLUDE,context – power grid orderly consumption grouping,10.1109/AIEA62095.2024.10692690
132,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,Internet + Technology in the Exhibition Market Intelligent Marketing Digital System Research,EXCLUDE,EC2 – intelligent marketing for exhibition market,10.1109/EEBDA60612.2024.10485974
133,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2022,DiffNet++: A Neural Influence and Interest Diffusion Network for Social Recommendation,EXCLUDE,EC2 – social recommendation (DiffNet++),10.1109/TKDE.2020.3048414
134,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,"Empathetic Conversational Systems: A Review of Current Advances, Gaps, and Opportunities",EXCLUDE,context – empathetic conversational systems review,10.1109/TAFFC.2022.3226693
135,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,A Structured Review of Data Management Technology for Interactive Visualization and Analysis,EXCLUDE,context – data management for interactive visualization,10.1109/TVCG.2020.3028891
136,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,Education 4.0: AI Empowers Smart Blended Learning Process with Biofeedback,EXCLUDE,context – Education 4.0 with biofeedback,10.1109/EDUCON46332.2021.9453959
137,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,ARPCNN: Auxiliary Review-Based Personalized Attentional CNN for Trustworthy Recommendation,EXCLUDE,EC2 – CNN-based review recommendation for IoT,10.1109/TII.2022.3169552
138,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,TiCoSeRec: Augmenting Data to Uniform Sequences by Time Intervals for Effective Recommendation,EXCLUDE,EC2 – sequential recommendation with time intervals,10.1109/TKDE.2023.3324312
139,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Toward Robust Differential Privacy in Adaptive Federated Learning Architectures,EXCLUDE,context – differential privacy in federated learning,10.1109/TCE.2024.3525084
140,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,Large-Scale Interactive Recommendation With Tree-Structured Reinforcement Learning,EXCLUDE,EC2 – large-scale interactive recommendation via tree RL,10.1109/TKDE.2021.3137310
141,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2022,Generating Knowledge-Based Attentive User Representations for Sparse Interaction Recommendation,EXCLUDE,EC2 – knowledge-based attentive user representation for recommendation,10.1109/TKDE.2020.3037029
142,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,Generative Adversarial Reward Learning for Generalized Behavior Tendency Inference,EXCLUDE,EC2 – generative adversarial reward learning for recommendation,10.1109/TKDE.2022.3186920
143,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Graph Neural Networks for User Satisfaction Classification in Human–Computer Interaction,UNCERTAIN,"IC3(GNNs)+IC4(user satisfaction, interaction), IC5 not built environment – generic HCI context",10.1109/ISPDS67367.2025.11391088
144,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,An Integration of User-Centered Design and Design Thinking Principles for Developing a Mobile Application for Nutritional Tracking for Thai Elderly: A Mixed-Method Study,EXCLUDE,context – mobile app for nutritional tracking (elderly health),10.1109/ICCI64209.2025.10987228
145,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,HuBar: A Visual Analytics Tool to Explore Human Behavior Based on fNIRS in AR Guidance Systems,EXCLUDE,context – industrial AR guidance system with fNIRS,10.1109/TVCG.2024.3456388
146,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,Social Robot Intelligence Quotient to Measure Human-Robot Interaction Performance for Human-Care Service Robots,EXCLUDE,context – social robot IQ for human-care service robots,10.1109/UR57808.2023.10202345
147,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,Cross-Network Community Sensing for Anchor Link Prediction,EXCLUDE,EC2 – cross-network anchor link prediction (social networks),10.1109/IJCNN52387.2021.9534462
148,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Domain Focused Sequence Model Architecture for Predicting Long Term User Interests,EXCLUDE,EC2 – sequential user modeling for recommendation,10.1109/CARS67163.2025.11337545
149,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Application of Machine Learning Algorithms in User Behavior Analysis and a Personalized Recommendation System in the Media Industry,EXCLUDE,EC2 – media industry user behavior and recommendation,10.13052/jicts2245-800X.1313
150,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Adaptive Learning in Extended Reality: A Survey on multimodal Interaction and AI-driven Personalization,EXCLUDE,context – adaptive XR learning survey (educational XR),10.1109/ISMAR-Adjunct68609.2025.00046
151,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2022,Preference Lighting Model: Generalization of lighting preferences for individual users,UNCERTAIN,"IC4(individual lighting preferences with psychological factors)+IC5(smart lighting in rooms), IC3 missing – statistical preference model, not relational/generative AI",
152,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Design of Personalized Learning Resource Intelligent Recommendation System based on Deep Learning,EXCLUDE,EC2/context – educational recommendation deep learning,10.1109/AICIT65974.2025.11282868
153,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,SIIR: Symmetrical Information Interaction Modeling for News Recommendation,EXCLUDE,EC2 – news recommendation symmetrical interaction,10.1109/TNNLS.2023.3299790
154,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,GPTCN: Gated Parallel Transformer Convolutional Networks for Downstream-Task User Representation Learning on App Usage,EXCLUDE,EC2 – mobile app usage recommendation/advertising,10.1109/ICASSP48485.2024.10446256
155,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Enhancing Personalized Tourism Experiences: Modelling Cultural Resonance through User Profiling and the ACUX Typology,UNCERTAIN,"IC4(persona-based classification, ACUX typology, behavioral archetypes)+IC3(AI-driven), IC5 borderline – tourism/cultural heritage sites as built environments",10.1109/SMAP66932.2025.00047
156,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Supervised Pretraining for in-Context Decision in Conversational Service Recommendation,EXCLUDE,EC2 – conversational service recommendation,10.1109/ICWS67624.2025.00069
157,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,Recommendation Systems with Non-stationary Transformer,EXCLUDE,EC2 – recommendation with non-stationary transformer,10.1109/ICAC61394.2024.10718828
158,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Design and Usability Evaluation of RoboSTEAMSEN User Model,EXCLUDE,context – educational user model for students with disabilities,10.1109/SIIE68580.2025.11368422
159,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,7 Role of Machine Learning in Big Data,EXCLUDE,EC4 – book chapter on ML in big data,
160,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Cross-Graph Knowledge Exchange for Personalized Response Generation in Dialogue Systems,EXCLUDE,context – personalized dialogue response generation (persona KG),10.1109/JIOT.2025.3541258
161,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,PHNR: Popularity-Aware and Hierarchical News Recommendation,EXCLUDE,EC2 – news recommendation,10.1109/ICNC-FSKD67701.2025.11198046
162,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,More Than Automation: User Insights into the Functionality and Interface of Wheelchair-Mounted Robotic Arms,UNCERTAIN,"IC4(user expectations, interaction preferences for robotic arms), IC3 and IC5 missing – assistive robotics context",10.1109/HRI61500.2025.10974057
163,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Efficient Personality Prediction using Multi-Output Regression with ALBERT and RoBERTa Models on Social Media Data,EXCLUDE,EC2 – personality prediction from social media (ALBERT/RoBERTa), no built environment,10.1109/ICoICI65217.2025.11252561
164,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Entanglement Request Scheduling in Quantum Networks Using Deep Q-Network,EXCLUDE,context – quantum network scheduling,10.1109/ICC52391.2025.11161055
165,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Weight-Driven Nearest Neighbor Algorithms for Effective Data Linking,EXCLUDE,EC2 – travel recommendation cold-start,10.1109/ATiGB66719.2025.11142102
166,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Memoria: A Scalable Agentic Memory Framework for Personalized Conversational AI,EXCLUDE,context – LLM agentic memory for conversational AI,10.1109/AIMLSystems67835.2025.11330332
167,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Adaptive Human-Machine Interaction for Autonomous Passenger Vehicles: Towards Personalization and Enhanced User Experience,UNCERTAIN,"IC3(adaptive AI)+IC4(user needs, interaction modes, personalization), IC5 borderline – autonomous vehicles as mobile smart spaces",10.1109/CROS66186.2025.11066094
168,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Conv4Rec: A 1-by-1 Convolutional Autoencoder for User Profiling Through Joint Analysis of Implicit and Explicit Feedback,EXCLUDE,EC2 – convolutional autoencoder for user profiling in recommendation,10.1109/TNNLS.2025.3597051
169,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,AI-Driven Personalization in Tourism: A Survey,EXCLUDE,"EC2 – AI personalization in tourism survey (KG, recommendation)",10.1109/SMAP66932.2025.00046
170,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Latent Interest Discovery and Cross-Level Interest Alignment for Multimodal Recommendation,EXCLUDE,EC2 – GNN-based multimodal recommendation,10.1109/ICPADS67057.2025.11323040
171,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,User-Interest-Driven Frame-Level Video Recreation with Enhanced Semantic Consistency,EXCLUDE,EC2 – short video platform user-interest driven content creation,10.1109/ISPA67752.2025.00149
172,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,UMUM 2023: UMUM 2023: Second Workshop on Ubiquitous and Multi-domain User Modeling - Program,EXCLUDE,EC4 – workshop program document (no research content),10.1109/PerComWorkshops56833.2023.10150225
173,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,UMUM 2023: Second Workshop on Ubiquitous and Multi-domain User Modeling - Welcome and Committees,UNCERTAIN,Ubiquitous and multi-domain user modeling workshop (PerCom 2023), EC4 borderline – workshop welcome note but describes relevant research area,10.1109/PerComWorkshops56833.2023.10150264
174,acm,2025,Demographic User Modeling for Social Robotics with Multimodal Pre-trained Models,EXCLUDE,context – demographic user modeling for social robotics (not built environment),10.1145/3716553.3750768
175,acm,2024,Exploring Cross-Site User Modeling without Cross-Site User Identity Linkage: A Case Study of Content Preference Prediction,EXCLUDE,EC2 – cross-site user modeling without identity linkage (social media),10.1145/3697832
176,acm,2023,Urban Knowledge Graph Aided Mobile User Profiling,UNCERTAIN,IC3(knowledge graph+GNN)+IC5 borderline(urban mobility context), IC4 borderline – primarily for web personalization not psychological traits,10.1145/3596604
177,acm,2024,Causality-driven User Modeling for Sequential Recommendations over Time,EXCLUDE,EC2 – causality-driven sequential recommendation,10.1145/3589335.3651896
178,acm,2024,Personalized Pricing Through Strategic User Profiling in Social Networks,EXCLUDE,EC2 – user profiling for personalized pricing in social networks,10.1109/TNET.2024.3410976
179,acm,2022,Implementing Ability-Based Design: A Systematic Approach to Conceptual User Modeling,EXCLUDE,context – ability-based design for accessible technology (HCI),10.1145/3551646
180,acm,2024,Discerning Individual Preferences for Identifying and Flagging Misinformation on Social Media,EXCLUDE,EC2 – misinformation flagging individual preferences on social media,10.1145/3627043.3659545
181,acm,2025,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on Preference Elicitation in Conversational Recommender Systems,EXCLUDE,EC2/context – conversational style impact on CRS preference elicitation,10.1145/3699682.3728353
182,acm,2025,"Understanding User Preferences for Interaction Styles in Conversational Recommender System: The Predictive Role of System Qualities, User Experience, and Traits",EXCLUDE,EC2 – user interaction style preferences in CRS (no built environment),10.1145/3764687.3764722
183,acm,2025,My Heritage Companion: An AI-Driven Mobile Experience for Visual Storytelling,UNCERTAIN,"IC3(AI personalization)+IC4(user preferences, cultural engagement), IC5 borderline – mobile app for cultural heritage, primarily mobile app",10.1145/3708319.3733651
184,acm,2025,Mindful Escape: a Mobile Serious Game to Predict the Personality Trait Cooperation,EXCLUDE,context – mobile serious game for personality trait prediction,10.1145/3699682.3728316
185,acm,2023,Branching Preferences: Visualizing Non-linear Topic Progression in Conversational Recommender Systems,EXCLUDE,EC2 – branching preferences visualization in CRS,10.1145/3563359.3597380
186,acm,2022,Critiquing-based Modeling of Subjective Preferences,EXCLUDE,context – critiquing-based subjective preference modeling (crowdsourcing),10.1145/3503252.3531314
187,acm,2023,Personalizing Cultural Heritage Access in a Virtual Reality Exhibition: A User Study on Viewing Behavior and Content Preferences,UNCERTAIN,"IC3(knowledge graphs, VR)+IC4(user traits, viewing preferences)+IC5 borderline(museum/cultural heritage as built environment)",10.1145/3563359.3596666
188,acm,2025,Designing Adaptive AV Interfaces: Linking Acceptance Profiles to Design Preferences for Enhanced Adoption,UNCERTAIN,"IC4(acceptance profiles, design preferences)+IC5 borderline(AV), IC3 borderline(SOM analysis), autonomous vehicle context",10.1145/3744333.3747825
189,acm,2026,DesignBridge: Bridging Designer Expertise and User Preferences through AI-Enhanced Co-Design for Fashion,EXCLUDE,context – AI co-design for fashion,10.1145/3742413.3789081
190,acm,2025,USER-VLM 360: Personalized Vision Language Models with User-aware Tuning for Social Human-Robot Interactions,EXCLUDE,context – vision-language models for social HRI personalization,10.1145/3716553.3750767
191,acm,2025,InterQuest: A Mixed-Initiative Framework for Dynamic User Interest Modeling in Conversational Search,EXCLUDE,EC2/context – conversational search for products/restaurants,10.1145/3746059.3747753
192,acm,2026,Construction and Empirical Study of Library Reader Profiling by Integrating Random Forest and K-Means with Multi-Source Behavioral Data Mining,EXCLUDE,EC3/context – library reader profiling with Random Forest/K-Means, no relational/generative AI,
193,acm,2022,Being Diverse is Not Enough: Rethinking Diversity Evaluation to Meet Challenges of News Recommender Systems,EXCLUDE,EC2 – news recommender diversity evaluation,10.1145/3511047.3538030
194,acm,2026,Mind Mapper: Modeling and Predicting Behavioral Patterns from Everyday Conversations with Wearable AI Systems and LLMs,UNCERTAIN,IC3(LLMs)+IC4(cognitive/behavioral patterns from conversations), IC5 missing – wearable/conversation context not built environment,10.1145/3742413.3789168
195,acm,2021,Effects and Ways of Tailored Gamification in Software-Based Training in Cognitive Rehabilitation,EXCLUDE,context – gamified cognitive rehabilitation,10.1145/3450613.3456828
196,acm,2026,A Human-Centred Profiling Approach to Characterise User Roles in Information Propagation on Online Social Networks,EXCLUDE,EC2 – user roles in information propagation on OSNs,10.1145/3787206
197,acm,2021,The Effect of Race on the Social-Cognitive-Beliefs of Observers of Behavior Models,EXCLUDE,context – race-based behavior modeling for fitness apps,10.1145/3450614.3464618
198,acm,2024,Cognitive Personalized Search Integrating Large Language Models with an Efficient Memory Mechanism,EXCLUDE,EC2 – LLM cognitive personalized web search,10.1145/3589334.3645482
199,acm,2025,Research on Precise Service Models and Strategies for University Libraries Driven by Big Data,EXCLUDE,context – university library precision services,10.1145/3778450.3778467
200,acm,2024,Exploring the Usability and Trustworthiness of AI-Driven User Interfaces for Neurological Diagnosis,EXCLUDE,context – AI for neurological diagnosis interfaces,10.1145/3631700.3665192
201,acm,2025,Balancing Health Information-Seeking through Retrieval-Augmented Generation-Based LLM Chatbot,EXCLUDE,context – LLM chatbot for health information seeking,10.1145/3708319.3733709
202,acm,2023,Memory Network-Based Interpreter of User Preferences in Content-Aware Recommender Systems,EXCLUDE,EC2 – memory network for recommendation and interpretability,10.1145/3625239
203,acm,2021,Who Am I? A Design Probe Exploring Real-Time Transparency about Online and Offline User Profiling Underlying Targeted Ads,EXCLUDE,EC2 – targeted ads user profiling transparency study,10.1145/3478122
204,acm,2025,All of That in 15 Minutes? Exploring Privacy Perceptions Across Cognitive Abilities via Ad-hoc LLM-Generated Profiles Inferred from Social Media Use,EXCLUDE,EC2 – LLM-generated profiles from social media (privacy perceptions),10.1145/3716553.3750814
205,acm,2022,"Social Media Profiling Continues to Partake in the Development of Formalistic Self-Concepts. Social Media Users Think So, Too.",EXCLUDE,EC2 – social media profiling self-concept study,10.1145/3514094.3534192
206,acm,2026,Enhanced Cold-Start Sequential Recommendation with Causal Diffusion Preference Modeling,EXCLUDE,EC2 – cold-start sequential recommendation with diffusion,10.1145/3773966.3778026
207,acm,2025,LLM4CD: Leveraging Large Language Models for Open-World Knowledge Augmented Cognitive Diagnosis,EXCLUDE,context – LLM for educational cognitive diagnosis,10.1145/3746252.3761321
208,acm,2024,Naturalistic Digital Behavior Predicts Cognitive Abilities,EXCLUDE,context – cognitive ability prediction from digital behavior (web platforms),10.1145/3660341
209,acm,2024,Explanations in Open User Models for Personalized Information Exploration,EXCLUDE,EC2 – open user models for recommendation with explainability,10.1145/3631700.3665188
210,acm,2025,Beyond Static Evaluation: Rethinking the Assessment of Personalized Agent Adaptability in Information Retrieval,EXCLUDE,context – personalized agent assessment in information retrieval,10.1145/3767695.3769484
211,acm,2025,DPT: Dynamic Preference Transfer for Cross-Domain Sequential Recommendation,EXCLUDE,EC2 – cross-domain sequential recommendation,10.1145/3746252.3761075
212,acm,2021,Proposing a Perceived Expertise Tool in Business Data Analytics,EXCLUDE,context – perceived expertise tool for business data analytics,10.1145/3450614.3462236
213,acm,2021,Intelligent Shifting Cues: Increasing the Awareness of Multi-Device Interaction Opportunities,EXCLUDE,"context – multi-device interaction opportunities (smart devices, no psychological modeling)",10.1145/3450613.3456839
214,acm,2024,Learner-centered Ontology for Explainable Educational Recommendation,EXCLUDE,EC2/context – ontology for educational recommendation,10.1145/3631700.3665226
215,acm,2021,”It’s like a puppet master”: User Perceptions of Personal Autonomy when Interacting with Intelligent Technologies,UNCERTAIN,"IC4(user perceptions of autonomy, expectations of AI), IC3 and IC5 missing – generic intelligent technology context",10.1145/3450613.3456820
216,acm,2025,Research on Interactive Interface Design of Smart TV System for the Aged Home-based Care Service,UNCERTAIN,IC5(smart TV in home)+IC4 borderline(elderly interaction design), IC3 missing – UI/UX design research without relational/generative AI,10.1145/3759275.3759298
217,acm,2022,Variational Reasoning about User Preferences for Conversational Recommendation,EXCLUDE,EC2 – variational reasoning for conversational recommendation,10.1145/3477495.3532077
218,acm,2023,Towards a Personalized Online Fake News Taxonomy,EXCLUDE,EC2/context – personalized fake news taxonomy (social media),10.1145/3565472.3592963
219,acm,2023,Put Your Voice on Stage: Personalized Headline Generation for News Articles,EXCLUDE,EC2 – personalized news headline generation,10.1145/3629168
220,acm,2021,Are Preferences Useful for Better Assistance? A Physically Assistive Robotics User Study,EXCLUDE,context – assistive robotics user preferences for care tasks,10.1145/3472208
221,acm,2022,Free of Walls: Participatory Design of an Out-World Experience via Virtual Reality for Dementia In-patients,EXCLUDE,context – VR for dementia patients in long-term care,10.1145/3511047.3537651
222,acm,2025,Leveraging Generative AI to Improve Comprehensibility in Social Recommender Systems,EXCLUDE,EC2 – LLM for explainability in social recommender systems,10.1145/3708319.3733696
223,acm,2025,A study on the application of artificial intelligence in personalized Go-to-market strategy in retail industry,EXCLUDE,EC2 – retail personalized go-to-market strategy,10.1145/3747227.3747262
224,acm,2025,Research on the Application of Intelligent Recommendation Systems in Community Education Courses,EXCLUDE,EC2/context – community education course recommendation,10.1145/3766557.3766579
225,acm,2023,Composing Groups in Collaborative Learning by Pair Personality Differences,EXCLUDE,context – personality composition in collaborative educational groups,10.1145/3565472.3592954
226,acm,2024,User Perception of Fairness-Calibrated Recommendations,EXCLUDE,EC2 – fairness in recommendation user perception,10.1145/3627043.3659558
227,acm,2025,Simulating Visual Impairments in XR: Toward Virtual Player Models for Inclusive Design,EXCLUDE,context – XR visual impairment simulation for game accessibility,10.14236/ewic/bcshci2025.44
228,acm,2024,Will a Skills Passport ever get me through the lifelong learning border?: Two critical challenges facing personalised user models for lifelong learning,EXCLUDE,context – lifelong learning skills passport user models,10.1145/3627043.3659564
229,acm,2024,Development and Application of Smart Marketing Systems Based on Big Data Technology,EXCLUDE,EC2 – smart marketing system based on big data,10.1145/3661638.3661679
230,acm,2023,Recommender Systems in Continuing Professional Education for Public Transport: Challenges of a Human-Centered Design,EXCLUDE,EC2/context – professional education recommendation for public transport,10.1145/3563359.3596995
231,acm,2023,Less Can Be More: Exploring Population Rating Dispositions with Partitioned Models in Recommender Systems,EXCLUDE,EC2 – rating disposition user modeling in recommendation,10.1145/3563359.3597390
232,acm,2022,A Diary Study of Social Explanations for Recommendations in Daily Life,EXCLUDE,EC2 – social explanations for recommendations diary study,10.1145/3511047.3537681
233,acm,2022,Employing Socially Assistive Robots in Elderly Care,EXCLUDE,context – socially assistive robots in elderly care,10.1145/3511047.3537687
234,acm,2022,Towards an HRI Tutoring Framework for Long-term Personalization and Real-time Adaptation,EXCLUDE,context – HRI tutoring framework for long-term personalization,10.1145/3511047.3537689
235,acm,2023,A Missing Piece in the Puzzle: Considering the Role of Task Complexity in Human-AI Decision Making,EXCLUDE,"context – human-AI decision making, task complexity",10.1145/3565472.3592959
236,acm,2022,Does the User Have A Theory of the Recommender? A Grounded Theory Study,EXCLUDE,EC2 – user theory of recommender (grounded theory),10.1145/3511047.3537680
237,acm,2023,RECBOT: Virtual Museum navigation through a Chatbot assistant and personalized Recommendations,UNCERTAIN,IC5(museum/cultural heritage as built environment)+IC3 borderline(chatbot), IC4 borderline – personalized recommendation but not psychological traits,10.1145/3563359.3596661
238,acm,2022,Hierarchical Transformers for Group-Aware Sequential Recommendation: Application in MOBA Games,EXCLUDE,EC2 – hierarchical transformers for MOBA game recommendation,10.1145/3511047.3537667
239,acm,2023,Investigating the effectiveness of persuasive justification messages in fair music recommender systems for users with different personality traits,EXCLUDE,EC2 – personality traits in fair music recommender systems,10.1145/3565472.3592958
240,acm,2022,Toward Personalized Answer Generation in E-Commerce via Multi-perspective Preference Modeling,EXCLUDE,EC2 – e-commerce product question answering,10.1145/3507782
241,acm,2023,Examining User Heterogeneity in Digital Experiments,EXCLUDE,context – user heterogeneity in digital experiments (web),10.1145/3578931
242,acm,2021,Two-Faced Humans on Twitter and Facebook: Harvesting Social Multimedia for Human Personality Profiling,EXCLUDE,EC2 – personality profiling from Twitter/Facebook (MBTI),10.1145/3463944.3469270
243,acm,2025,VIKI: Systematic Cross-Platform Profile Inference of Tech Users,EXCLUDE,EC2 – cross-platform tech user profile inference (personality/behavioral),10.1145/3717867.3717890
244,acm,2022,Toward a decision process of the best machine learning model for multi-stakeholders: a crowdsourcing survey method,EXCLUDE,context – multi-stakeholder ML model decision process,10.1145/3511047.3538033
245,acm,2024,IoT Bricks Over v6: Understanding IPv6 Usage in Smart Homes,EXCLUDE,"context – IPv6 usage in smart homes (networking protocols, not user modeling)",10.1145/3646547.3688457
246,acm,2024,Research on the Application of Federated Learning Technology in Smart Homes,EXCLUDE,EC1/context – federated learning for privacy in smart homes (no psychological modeling),10.1145/3654823.3654865
247,acm,2023,Validation of the EDUSS Framework for Self-Actualization Based on Transparent User Models: A Qualitative Study,EXCLUDE,EC2 – self-actualization in recommender systems (EDUSS framework),10.1145/3563359.3597379
248,acm,2024,Model-Agnostic Adaptive Testing for Intelligent Education Systems via Meta-learned Gradient Embeddings,EXCLUDE,context – adaptive testing in intelligent education systems,10.1145/3660642
249,acm,2022,The challenges of providing explanations of AI systems when they do not behave like users expect,UNCERTAIN,IC4(user expectations of AI system behavior), IC3 and IC5 missing – generic AI explanation context,10.1145/3503252.3531306
250,acm,2021,Recent Studies of XAI - Review,EXCLUDE,context – XAI survey,10.1145/3450614.3463354
251,acm,2023,Human-centered Information Visualization Adaptation Engine,EXCLUDE,context – human-centered information visualization adaptation,10.1145/3565472.3592961
252,acm,2026,A Preliminary Taxonomy and Evaluation Methodology for Recursive Bioadaptive Media,EXCLUDE,"context – bioadaptive media taxonomy (media systems, not built environment)",10.1145/3714394.3756160
253,acm,2025,Enhancing Sequential Personalized Product Search with External Out-of-sequence Knowledge,EXCLUDE,EC2 – personalized product search e-commerce,10.1145/3726864
254,acm,2021,Exploring the Effects of Natural Language Justifications in Food Recommender Systems,EXCLUDE,EC2 – natural language justifications in food recommender,10.1145/3450613.3456827
255,acm,2022,Walking with PACE - Personalized and Automated Coaching Engine,EXCLUDE,context – physical activity coaching engine (health),10.1145/3503252.3531301
256,acm,2024,Controllable Human Trajectory Generation Using Profile-Guided Latent Diffusion,EXCLUDE,context – controllable trajectory generation (simulation),10.1145/3701736
257,acm,2025,Construction and Application of E-commerce User Profiles Based on Big Data,EXCLUDE,EC2 – e-commerce user profiling big data,10.1145/3717664.3717672
258,acm,2022,The Impact of Digital Nudging Techniques on the Formation of Self-Assembled Crowd Project Teams,EXCLUDE,context – digital nudging for crowdsourcing team formation,10.1145/3503252.3531298
