id,source,year,title,decision,reason,doi
122,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,Towards Personalized Change Propagation for Collaborative Modeling,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/MODELS-C53483.2021.00009
123,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2022,[DC] Improving Presence of Virtual Humans through Paralinguistics,UNCERTAIN,no built environment context detected,10.1109/VRW55335.2022.00328
124,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,[DC] Data-Driven Expertise Assessment in XR: Analyzing Multimodal Sensor Data for Psychomotor and Cognitive Tasks,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/VRW62533.2024.00367
125,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Construction of a Multi-Dimensional Policy Retrieval Model for Personalized Needs,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/ICBASE66587.2025.11181384
126,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Intelligent Audio Processing System with Deep Reinforcement Learning for Personalized Speech Comprehension Enhancement,UNCERTAIN,no built environment context detected,10.1109/CAIBDA65784.2025.11182871
127,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,Basic Model Study of Automatic Generation Method,UNCERTAIN,no built environment context detected,
128,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,Application Research of Digital Virtual Human Models Based on Sensor Data,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/AIIM60438.2023.10441246
129,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,"Two Decades of Applied AI: A Research Journey Through Security, Networks, and Language",EXCLUDE,EC4 – workshop summary / non-full paper,10.1109/SNPD65828.2025.11254733
130,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2026,Modeling and Simulation of User Survival Space in UGC Platforms Integrating Sentiment Analysis and Behavior Prediction,EXCLUDE,"EC2 – web/social platform context (sentiment analysis, weibo)",10.1109/ICPEGE67691.2026.11451449
131,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,Study on the user grouping method of orderly power consumption under transmission and distribution coordination,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/AIEA62095.2024.10692690
132,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,Internet + Technology in the Exhibition Market Intelligent Marketing Digital System Research,UNCERTAIN,no built environment context detected,10.1109/EEBDA60612.2024.10485974
133,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2022,DiffNet++: A Neural Influence and Interest Diffusion Network for Social Recommendation,EXCLUDE,EC2 – web/social platform context (social recommendation),10.1109/TKDE.2020.3048414
134,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,"Empathetic Conversational Systems: A Review of Current Advances, Gaps, and Opportunities",UNCERTAIN,no AI method detected; no built environment context detected,10.1109/TAFFC.2022.3226693
135,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,A Structured Review of Data Management Technology for Interactive Visualization and Analysis,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/TVCG.2020.3028891
136,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,Education 4.0: AI Empowers Smart Blended Learning Process with Biofeedback,INCLUDE,IC3(general-ml: machine learning) + IC4(user model) + IC5(iot),10.1109/EDUCON46332.2021.9453959
137,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,ARPCNN: Auxiliary Review-Based Personalized Attentional CNN for Trustworthy Recommendation,UNCERTAIN,no built environment context detected,10.1109/TII.2022.3169552
138,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,TiCoSeRec: Augmenting Data to Uniform Sequences by Time Intervals for Effective Recommendation,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/TKDE.2023.3324312
139,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Toward Robust Differential Privacy in Adaptive Federated Learning Architectures,UNCERTAIN,no built environment context detected,10.1109/TCE.2024.3525084
140,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,Large-Scale Interactive Recommendation With Tree-Structured Reinforcement Learning,UNCERTAIN,no built environment context detected,10.1109/TKDE.2021.3137310
141,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2022,Generating Knowledge-Based Attentive User Representations for Sparse Interaction Recommendation,UNCERTAIN,no built environment context detected,10.1109/TKDE.2020.3037029
142,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,Generative Adversarial Reward Learning for Generalized Behavior Tendency Inference,UNCERTAIN,no built environment context detected,10.1109/TKDE.2022.3186920
143,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Graph Neural Networks for User Satisfaction Classification in Human–Computer Interaction,UNCERTAIN,no built environment context detected,10.1109/ISPDS67367.2025.11391088
144,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,An Integration of User-Centered Design and Design Thinking Principles for Developing a Mobile Application for Nutritional Tracking for Thai Elderly: A Mixed-Method Study,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/ICCI64209.2025.10987228
145,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,HuBar: A Visual Analytics Tool to Explore Human Behavior Based on fNIRS in AR Guidance Systems,UNCERTAIN,no built environment context detected,10.1109/TVCG.2024.3456388
146,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,Social Robot Intelligence Quotient to Measure Human-Robot Interaction Performance for Human-Care Service Robots,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/UR57808.2023.10202345
147,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,Cross-Network Community Sensing for Anchor Link Prediction,EXCLUDE,EC2 – web/social platform context (online platform),10.1109/IJCNN52387.2021.9534462
148,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Domain Focused Sequence Model Architecture for Predicting Long Term User Interests,UNCERTAIN,no built environment context detected,10.1109/CARS67163.2025.11337545
149,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Application of Machine Learning Algorithms in User Behavior Analysis and a Personalized Recommendation System in the Media Industry,UNCERTAIN,no built environment context detected,10.13052/jicts2245-800X.1313
150,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Adaptive Learning in Extended Reality: A Survey on multimodal Interaction and AI-driven Personalization,UNCERTAIN,no built environment context detected,10.1109/ISMAR-Adjunct68609.2025.00046
151,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2022,Preference Lighting Model: Generalization of lighting preferences for individual users,UNCERTAIN,no built environment context detected,
152,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Design of Personalized Learning Resource Intelligent Recommendation System based on Deep Learning,UNCERTAIN,no built environment context detected,10.1109/AICIT65974.2025.11282868
153,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,SIIR: Symmetrical Information Interaction Modeling for News Recommendation,EXCLUDE,"EC2 – web/social platform context (click-through rate, news recommendation)",10.1109/TNNLS.2023.3299790
154,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,GPTCN: Gated Parallel Transformer Convolutional Networks for Downstream-Task User Representation Learning on App Usage,UNCERTAIN,no built environment context detected,10.1109/ICASSP48485.2024.10446256
155,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Enhancing Personalized Tourism Experiences: Modelling Cultural Resonance through User Profiling and the ACUX Typology,UNCERTAIN,no built environment context detected,10.1109/SMAP66932.2025.00047
156,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Supervised Pretraining for in-Context Decision in Conversational Service Recommendation,UNCERTAIN,no built environment context detected,10.1109/ICWS67624.2025.00069
157,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2024,Recommendation Systems with Non-stationary Transformer,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/ICAC61394.2024.10718828
158,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Design and Usability Evaluation of RoboSTEAMSEN User Model,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/SIIE68580.2025.11368422
159,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2021,7 Role of Machine Learning in Big Data,UNCERTAIN,no built environment context detected,
160,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Cross-Graph Knowledge Exchange for Personalized Response Generation in Dialogue Systems,UNCERTAIN,no built environment context detected,10.1109/JIOT.2025.3541258
161,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,PHNR: Popularity-Aware and Hierarchical News Recommendation,EXCLUDE,EC2 – web/social platform context (news recommendation),10.1109/ICNC-FSKD67701.2025.11198046
162,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,More Than Automation: User Insights into the Functionality and Interface of Wheelchair-Mounted Robotic Arms,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/HRI61500.2025.10974057
163,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Efficient Personality Prediction using Multi-Output Regression with ALBERT and RoBERTa Models on Social Media Data,EXCLUDE,EC2 – web/social platform context (social media),10.1109/ICoICI65217.2025.11252561
164,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Entanglement Request Scheduling in Quantum Networks Using Deep Q-Network,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/ICC52391.2025.11161055
165,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Weight-Driven Nearest Neighbor Algorithms for Effective Data Linking,UNCERTAIN,no built environment context detected,10.1109/ATiGB66719.2025.11142102
166,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Memoria: A Scalable Agentic Memory Framework for Personalized Conversational AI,UNCERTAIN,no built environment context detected,10.1109/AIMLSystems67835.2025.11330332
167,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Adaptive Human-Machine Interaction for Autonomous Passenger Vehicles: Towards Personalization and Enhanced User Experience,UNCERTAIN,no built environment context detected,10.1109/CROS66186.2025.11066094
168,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Conv4Rec: A 1-by-1 Convolutional Autoencoder for User Profiling Through Joint Analysis of Implicit and Explicit Feedback,UNCERTAIN,no built environment context detected,10.1109/TNNLS.2025.3597051
169,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,AI-Driven Personalization in Tourism: A Survey,UNCERTAIN,no built environment context detected,10.1109/SMAP66932.2025.00046
170,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,Latent Interest Discovery and Cross-Level Interest Alignment for Multimodal Recommendation,UNCERTAIN,no built environment context detected,10.1109/ICPADS67057.2025.11323040
171,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2025,User-Interest-Driven Frame-Level Video Recreation with Enhanced Semantic Consistency,UNCERTAIN,no built environment context detected,10.1109/ISPA67752.2025.00149
172,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,UMUM 2023: UMUM 2023: Second Workshop on Ubiquitous and Multi-domain User Modeling - Program,UNCERTAIN,no AI method detected; no built environment context detected,10.1109/PerComWorkshops56833.2023.10150225
173,IEEE Xplore Citation BibTeX Download 2026.4.9.15.59.30,2023,UMUM 2023: Second Workshop on Ubiquitous and Multi-domain User Modeling - Welcome and Committees,EXCLUDE,EC4 – workshop summary / non-full paper,10.1109/PerComWorkshops56833.2023.10150264
174,acm,2025,Demographic User Modeling for Social Robotics with Multimodal Pre-trained Models,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3716553.3750768
175,acm,2024,Exploring Cross-Site User Modeling without Cross-Site User Identity Linkage: A Case Study of Content Preference Prediction,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3697832
176,acm,2023,Urban Knowledge Graph Aided Mobile User Profiling,UNCERTAIN,no built environment context detected,10.1145/3596604
177,acm,2024,Causality-driven User Modeling for Sequential Recommendations over Time,UNCERTAIN,no built environment context detected,10.1145/3589335.3651896
178,acm,2024,Personalized Pricing Through Strategic User Profiling in Social Networks,UNCERTAIN,no built environment context detected,10.1109/TNET.2024.3410976
179,acm,2022,Implementing Ability-Based Design: A Systematic Approach to Conceptual User Modeling,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3551646
180,acm,2024,Discerning Individual Preferences for Identifying and Flagging Misinformation on Social Media,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3627043.3659545
181,acm,2025,Should We Tailor the Talk? Understanding the Impact of Conversational Styles on Preference Elicitation in Conversational Recommender Systems,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3699682.3728353
182,acm,2025,"Understanding User Preferences for Interaction Styles in Conversational Recommender System: The Predictive Role of System Qualities, User Experience, and Traits",UNCERTAIN,no built environment context detected,10.1145/3764687.3764722
183,acm,2025,My Heritage Companion: An AI-Driven Mobile Experience for Visual Storytelling,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3708319.3733651
184,acm,2025,Mindful Escape: a Mobile Serious Game to Predict the Personality Trait Cooperation,UNCERTAIN,no built environment context detected,10.1145/3699682.3728316
185,acm,2023,Branching Preferences: Visualizing Non-linear Topic Progression in Conversational Recommender Systems,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3563359.3597380
186,acm,2022,Critiquing-based Modeling of Subjective Preferences,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3503252.3531314
187,acm,2023,Personalizing Cultural Heritage Access in a Virtual Reality Exhibition: A User Study on Viewing Behavior and Content Preferences,UNCERTAIN,no built environment context detected,10.1145/3563359.3596666
188,acm,2025,Designing Adaptive AV Interfaces: Linking Acceptance Profiles to Design Preferences for Enhanced Adoption,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3744333.3747825
189,acm,2026,DesignBridge: Bridging Designer Expertise and User Preferences through AI-Enhanced Co-Design for Fashion,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3742413.3789081
190,acm,2025,USER-VLM 360: Personalized Vision Language Models with User-aware Tuning for Social Human-Robot Interactions,UNCERTAIN,no built environment context detected,10.1145/3716553.3750767
191,acm,2025,InterQuest: A Mixed-Initiative Framework for Dynamic User Interest Modeling in Conversational Search,UNCERTAIN,no built environment context detected,10.1145/3746059.3747753
192,acm,2026,Construction and Empirical Study of Library Reader Profiling by Integrating Random Forest and K-Means with Multi-Source Behavioral Data Mining,UNCERTAIN,no built environment context detected,
193,acm,2022,Being Diverse is Not Enough: Rethinking Diversity Evaluation to Meet Challenges of News Recommender Systems,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3511047.3538030
194,acm,2026,Mind Mapper: Modeling and Predicting Behavioral Patterns from Everyday Conversations with Wearable AI Systems and LLMs,UNCERTAIN,no built environment context detected,10.1145/3742413.3789168
195,acm,2021,Effects and Ways of Tailored Gamification in Software-Based Training in Cognitive Rehabilitation,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3450613.3456828
196,acm,2026,A Human-Centred Profiling Approach to Characterise User Roles in Information Propagation on Online Social Networks,EXCLUDE,EC2 – web/social platform context (twitter),10.1145/3787206
197,acm,2021,The Effect of Race on the Social-Cognitive-Beliefs of Observers of Behavior Models,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3450614.3464618
198,acm,2024,Cognitive Personalized Search Integrating Large Language Models with an Efficient Memory Mechanism,UNCERTAIN,no built environment context detected,10.1145/3589334.3645482
199,acm,2025,Research on Precise Service Models and Strategies for University Libraries Driven by Big Data,UNCERTAIN,no built environment context detected,10.1145/3778450.3778467
200,acm,2024,Exploring the Usability and Trustworthiness of AI-Driven User Interfaces for Neurological Diagnosis,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3631700.3665192
201,acm,2025,Balancing Health Information-Seeking through Retrieval-Augmented Generation-Based LLM Chatbot,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3708319.3733709
202,acm,2023,Memory Network-Based Interpreter of User Preferences in Content-Aware Recommender Systems,UNCERTAIN,no built environment context detected,10.1145/3625239
203,acm,2021,Who Am I? A Design Probe Exploring Real-Time Transparency about Online and Offline User Profiling Underlying Targeted Ads,UNCERTAIN,no built environment context detected,10.1145/3478122
204,acm,2025,All of That in 15 Minutes? Exploring Privacy Perceptions Across Cognitive Abilities via Ad-hoc LLM-Generated Profiles Inferred from Social Media Use,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3716553.3750814
205,acm,2022,"Social Media Profiling Continues to Partake in the Development of Formalistic Self-Concepts. Social Media Users Think So, Too.",EXCLUDE,EC2 – web/social platform context (social media),10.1145/3514094.3534192
206,acm,2026,Enhanced Cold-Start Sequential Recommendation with Causal Diffusion Preference Modeling,UNCERTAIN,no built environment context detected,10.1145/3773966.3778026
207,acm,2025,LLM4CD: Leveraging Large Language Models for Open-World Knowledge Augmented Cognitive Diagnosis,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3746252.3761321
208,acm,2024,Naturalistic Digital Behavior Predicts Cognitive Abilities,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3660341
209,acm,2024,Explanations in Open User Models for Personalized Information Exploration,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3631700.3665188
210,acm,2025,Beyond Static Evaluation: Rethinking the Assessment of Personalized Agent Adaptability in Information Retrieval,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3767695.3769484
211,acm,2025,DPT: Dynamic Preference Transfer for Cross-Domain Sequential Recommendation,UNCERTAIN,no built environment context detected,10.1145/3746252.3761075
212,acm,2021,Proposing a Perceived Expertise Tool in Business Data Analytics,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3450614.3462236
213,acm,2021,Intelligent Shifting Cues: Increasing the Awareness of Multi-Device Interaction Opportunities,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3450613.3456839
214,acm,2024,Learner-centered Ontology for Explainable Educational Recommendation,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3631700.3665226
215,acm,2021,”It’s like a puppet master”: User Perceptions of Personal Autonomy when Interacting with Intelligent Technologies,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3450613.3456820
216,acm,2025,Research on Interactive Interface Design of Smart TV System for the Aged Home-based Care Service,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected,10.1145/3759275.3759298
217,acm,2022,Variational Reasoning about User Preferences for Conversational Recommendation,UNCERTAIN,no built environment context detected,10.1145/3477495.3532077
218,acm,2023,Towards a Personalized Online Fake News Taxonomy,UNCERTAIN,no built environment context detected,10.1145/3565472.3592963
219,acm,2023,Put Your Voice on Stage: Personalized Headline Generation for News Articles,UNCERTAIN,no built environment context detected,10.1145/3629168
220,acm,2021,Are Preferences Useful for Better Assistance? A Physically Assistive Robotics User Study,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3472208
221,acm,2022,Free of Walls: Participatory Design of an Out-World Experience via Virtual Reality for Dementia In-patients,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3511047.3537651
222,acm,2025,Leveraging Generative AI to Improve Comprehensibility in Social Recommender Systems,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3708319.3733696
223,acm,2025,A study on the application of artificial intelligence in personalized Go-to-market strategy in retail industry,UNCERTAIN,no built environment context detected,10.1145/3747227.3747262
224,acm,2025,Research on the Application of Intelligent Recommendation Systems in Community Education Courses,UNCERTAIN,no occupant preference/intent dimension detected,10.1145/3766557.3766579
225,acm,2023,Composing Groups in Collaborative Learning by Pair Personality Differences,UNCERTAIN,no built environment context detected,10.1145/3565472.3592954
226,acm,2024,User Perception of Fairness-Calibrated Recommendations,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3627043.3659558
227,acm,2025,Simulating Visual Impairments in XR: Toward Virtual Player Models for Inclusive Design,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.14236/ewic/bcshci2025.44
228,acm,2024,Will a Skills Passport ever get me through the lifelong learning border?: Two critical challenges facing personalised user models for lifelong learning,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3627043.3659564
229,acm,2024,Development and Application of Smart Marketing Systems Based on Big Data Technology,UNCERTAIN,no built environment context detected,10.1145/3661638.3661679
230,acm,2023,Recommender Systems in Continuing Professional Education for Public Transport: Challenges of a Human-Centered Design,EXCLUDE,EC2 – web/social platform context (online platform),10.1145/3563359.3596995
231,acm,2023,Less Can Be More: Exploring Population Rating Dispositions with Partitioned Models in Recommender Systems,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3563359.3597390
232,acm,2022,A Diary Study of Social Explanations for Recommendations in Daily Life,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3511047.3537681
233,acm,2022,Employing Socially Assistive Robots in Elderly Care,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3511047.3537687
234,acm,2022,Towards an HRI Tutoring Framework for Long-term Personalization and Real-time Adaptation,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3511047.3537689
235,acm,2023,A Missing Piece in the Puzzle: Considering the Role of Task Complexity in Human-AI Decision Making,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3565472.3592959
236,acm,2022,Does the User Have A Theory of the Recommender? A Grounded Theory Study,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3511047.3537680
237,acm,2023,RECBOT: Virtual Museum navigation through a Chatbot assistant and personalized Recommendations,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3563359.3596661
238,acm,2022,Hierarchical Transformers for Group-Aware Sequential Recommendation: Application in MOBA Games,EXCLUDE,EC2 – web/social platform context (movie recommendation),10.1145/3511047.3537667
239,acm,2023,Investigating the effectiveness of persuasive justification messages in fair music recommender systems for users with different personality traits,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3565472.3592958
240,acm,2022,Toward Personalized Answer Generation in E-Commerce via Multi-perspective Preference Modeling,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3507782
241,acm,2023,Examining User Heterogeneity in Digital Experiments,UNCERTAIN,no built environment context detected,10.1145/3578931
242,acm,2021,Two-Faced Humans on Twitter and Facebook: Harvesting Social Multimedia for Human Personality Profiling,EXCLUDE,"EC2 – web/social platform context (social media, twitter)",10.1145/3463944.3469270
243,acm,2025,VIKI: Systematic Cross-Platform Profile Inference of Tech Users,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3717867.3717890
244,acm,2022,Toward a decision process of the best machine learning model for multi-stakeholders: a crowdsourcing survey method,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3511047.3538033
245,acm,2024,IoT Bricks Over v6: Understanding IPv6 Usage in Smart Homes,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected,10.1145/3646547.3688457
246,acm,2024,Research on the Application of Federated Learning Technology in Smart Homes,UNCERTAIN,no occupant preference/intent dimension detected,10.1145/3654823.3654865
247,acm,2023,Validation of the EDUSS Framework for Self-Actualization Based on Transparent User Models: A Qualitative Study,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3563359.3597379
248,acm,2024,Model-Agnostic Adaptive Testing for Intelligent Education Systems via Meta-learned Gradient Embeddings,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3660642
249,acm,2022,The challenges of providing explanations of AI systems when they do not behave like users expect,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3503252.3531306
250,acm,2021,Recent Studies of XAI - Review,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3450614.3463354
251,acm,2023,Human-centered Information Visualization Adaptation Engine,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3565472.3592961
252,acm,2026,A Preliminary Taxonomy and Evaluation Methodology for Recursive Bioadaptive Media,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected,10.1145/3714394.3756160
253,acm,2025,Enhancing Sequential Personalized Product Search with External Out-of-sequence Knowledge,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3726864
254,acm,2021,Exploring the Effects of Natural Language Justifications in Food Recommender Systems,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3450613.3456827
255,acm,2022,Walking with PACE - Personalized and Automated Coaching Engine,UNCERTAIN,no built environment context detected,10.1145/3503252.3531301
256,acm,2024,Controllable Human Trajectory Generation Using Profile-Guided Latent Diffusion,UNCERTAIN,no built environment context detected,10.1145/3701736
257,acm,2025,Construction and Application of E-commerce User Profiles Based on Big Data,EXCLUDE,"EC2 – web/social platform context (e-commerce, click-through rate)",10.1145/3717664.3717672
258,acm,2022,The Impact of Digital Nudging Techniques on the Formation of Self-Assembled Crowd Project Teams,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3503252.3531298
259,acm,2025,Design of an Artificial Intelligence-Based Personalized Learning System,UNCERTAIN,no built environment context detected,10.1145/3766918.3766987
260,acm,2025,Behavioural Indicators of Usability in Visual Analytics Dashboards,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3715710
261,acm,2021,Learning Fair Representations for Recommendation: A Graph-based Perspective,UNCERTAIN,no built environment context detected,10.1145/3442381.3450015
262,acm,2025,From Voice to Ads: Auditing Commercial Smart Speakers for Targeted Advertising based on Voice Characteristics,EXCLUDE,EC2 – web/social platform context (ad targeting),10.1145/3730567.3764444
263,acm,2021,Towards a User Integration Framework for Personal Health Decision Support and Recommender Systems,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3450613.3456816
264,acm,2022,User Click Preference Prediction Using Attention-based LSTM Model,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3510362.3510368
265,acm,2022,Infrastructural support of users' mediated potential,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3507857.3507859
266,acm,2024,TOM: A Development Platform For Wearable Intelligent Assistants,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3675094.3678382
267,acm,2024,"""Innovative Technologies or Invasive Technologies?"": Exploring Design Challenges of Privacy Protection With Smart Home in Jordan",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected,10.1145/3637353
268,acm,2024,Study on the Construction of Learner Profile Model and the Recommendation Path of Personalized Innovation and Entrepreneurship Learning Strategies,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3690931.3690992
269,acm,2025,Construction and Optimization of an Intelligent Recommendation System for Ideological-Political Education in Business Administration Courses: Integrating K-Means Clustering and NLP Analysis,UNCERTAIN,no built environment context detected,10.1145/3757110.3757173
270,acm,2022,Nudging Towards Health? Examining the Merits of Nutrition Labels and Personalization in a Recipe Recommender System,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3503252.3531312
271,acm,2024,Analysis of Library Retrieval Design Based on Knowledge Graph and User Profile,UNCERTAIN,no built environment context detected,10.1145/3603273.3632220
272,acm,2021,EMVE-DeCK: A Theory-Based Framework for Designing and Tailoring Persuasive Technology,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3450614.3464617
